article_id,judul,link,source,waktu,konten_score,struktur_score,bahasa_score,etika_score,seo_score,teknis_score,overall_score,verdict,konten_note,etika_note,nada_note,highlights_json,word_count,readability
114,"Awas, Tak Pasang Pelat Nomor Belakang Kena Tilang ETLE",https://megapolitan.kompas.com/read/2025/10/11/19304171/awas-tak-pasang-pelat-nomor-belakang-kena-tilang-etle,kompas,11 Oktober 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],387,0
115,Bus Transjakarta Tetap Beroperasi saat Misa Akbar Paus Fransiskus di GBK,https://www.tempo.co/politik/bus-transjakarta-tetap-beroperasi-saat-misa-akbar-paus-fransiskus-di-gbk-13721,tempo,1 September 2024 | 10.42 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],354,0
116,Relaksasi Pajak DKI Dongkrak Perekonomian Masyarakat,https://megapolitan.kompas.com/read/2025/10/03/17113501/relaksasi-pajak-dki-dongkrak-perekonomian-masyarakat,kompas,3 Oktober 2025,50,75,80,50,100,100,70,Perlu revisi,,,,[],511,0
117,Kuasa Hukum Sebut Delpedro Marhaen Diintimidasi Saat Ditangkap Polisi,https://megapolitan.kompas.com/read/2025/09/02/21084461/kuasa-hukum-sebut-delpedro-marhaen-diintimidasi-saat-ditangkap-polisi,kompas,2 September 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],374,0
118,"Gus Ipul Kunjungi SRMA 13 Bekasi, Tinjau Perkembangan Siswa",https://news.detik.com/berita/d-8123389/gus-ipul-kunjungi-srma-13-bekasi-tinjau-perkembangan-siswa,detik,"Minggu, 21 Sep 2025 20:05 WIB",50,75,80,50,100,95,69,Perlu revisi,,,,[],623,0
119,"Nasrallah, Amerika Serikat dan Burung Onta",https://news.detik.com/kolom/d-7567611/nasrallah-amerika-serikat-dan-burung-onta,detik,"Selasa, 01 Okt 2024 22:30 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],285,0
120,"Dihukum 7 Tahun, Hakim yang Bebaskan Ronald Tannur: Menyesal Dong",https://nasional.kompas.com/read/2025/05/08/18230971/dihukum-7-tahun-hakim-yang-bebaskan-ronald-tannur-menyesal-dong,kompas,8 Mei 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],176,0
121,Polisi Siapkan Rekayasa Lalin saat Presiden Turki Mampir ke Istana Bogor,https://news.detik.com/berita/d-7774038/polisi-siapkan-rekayasa-lalin-saat-presiden-turki-mampir-ke-istana-bogor,detik,"Selasa, 11 Feb 2025 23:02 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],288,0
122,7 Tips Merawat Kulit Remaja Agar Bebas Jerawat,https://www.tempo.co/gaya-hidup/7-tips-merawat-kulit-remaja-agar-bebas-jerawat-2080445,tempo,17 Oktober 2025 | 11.15 WIB,50,75,80,50,100,95,69,Perlu revisi,,,,[],542,0
123,"Hadiri Kampanye Akbar Pramono-Rano, Ahok Langsung Dikerubungi Warga",https://megapolitan.kompas.com/read/2024/11/23/10002551/hadiri-kampanye-akbar-pramono-rano-ahok-langsung-dikerubungi-warga,kompas,23 November 2024,50,75,80,50,80,100,68,Perlu revisi,,,,[],175,7
124,Prabowo Perintahkan TNI Ikuti Perkembangan Teknologi dan AI,https://www.tempo.co/politik/prabowo-perintahkan-tni-ikuti-perkembangan-teknologi-dan-ai-2076529,tempo,5 Oktober 2025 | 17.33 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],271,0
125,DPRD DKI Minta Pemprov Wajibkan Ekstrakurikuler Bahasa Asing di Sekolah,https://megapolitan.kompas.com/read/2025/10/21/18111511/dprd-dki-minta-pemprov-wajibkan-ekstrakurikuler-bahasa-asing-di-sekolah,kompas,21 Oktober 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],273,0
126,"Pemprov Jakarta Kembali Modifikasi Cuaca, Danrindam Jaya: Hari Ini Cerah, Tak Hujan",https://nasional.kompas.com/read/2024/12/15/13042451/pemprov-jakarta-kembali-modifikasi-cuaca-danrindam-jaya-hari-ini-cerah-tak,kompas,15 Desember 2024,50,75,80,50,80,100,68,Perlu revisi,,,,[],258,0
127,"Minta Pendemo Dilepaskan, Adian PDIP: Mereka Sayang Konstitusi",https://news.detik.com/berita/d-7504071/minta-pendemo-dilepaskan-adian-pdip-mereka-sayang-konstitusi,detik,"Kamis, 22 Agu 2024 23:17 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],290,0
128,LRT Jabodebek Angkut 199 Ribu Penumpang Usai Libur Panjang Waisak,https://www.tempo.co/ekonomi/lrt-jabodebek-angkut-199-ribu-penumpang-usai-libur-panjang-waisak-1454233,tempo,16 Mei 2025 | 21.12 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],189,0
129,Alasan Komunitas SOS Kirim Puluhan Karangan Bunga ke Rumah Prabowo,https://megapolitan.kompas.com/read/2025/10/21/18522251/alasan-komunitas-sos-kirim-puluhan-karangan-bunga-ke-rumah-prabowo,kompas,21 Oktober 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],340,0
130,"Mobil Tabrak Pemotor di Jakbar, Ada Korban Tewas",https://news.detik.com/berita/d-7619460/mobil-tabrak-pemotor-di-jakbar-ada-korban-tewas,detik,"Sabtu, 02 Nov 2024 23:33 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],122,2
131,Kementerian ESDM Panggil SPBU Swasta Sore Ini soal BBM Impor,https://www.tempo.co/ekonomi/kementerian-esdm-panggil-spbu-swasta-sore-ini-soal-bbm-impor-2075925,tempo,3 Oktober 2025 | 15.10 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],478,0
132,"KPK Usul Dana Parpol dari APBN, Kemendagri Ingatkan Transparansi",https://nasional.kompas.com/read/2025/05/19/21401701/kpk-usul-dana-parpol-dari-apbn-kemendagri-ingatkan-transparansi,kompas,19 Mei 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],335,0
133,"Periksa Pasukan pada HUT ke-80 TNI, Prabowo: Terima Kasih Pengabdianmu",https://nasional.kompas.com/read/2025/10/05/08335941/periksa-pasukan-pada-hut-ke-80-tni-prabowo-terima-kasih-pengabdianmu,kompas,5 Oktober 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],253,0
134,Donald Trump Tawarkan Kartu Emas: Miliarder Rusia Boleh Ajukan Permohonan,https://www.tempo.co/internasional/donald-trump-tawarkan-kartu-emas-miliarder-rusia-boleh-ajukan-permohonan-1212577,tempo,27 Februari 2025 | 09.00 WIB,50,75,80,50,100,95,69,Perlu revisi,,,,[],985,0
135,"Ridwan Kamil Janji Bikin 1 Super App, Bisa Laporkan Bullying hingga Kriminalitas",https://megapolitan.kompas.com/read/2024/10/12/19023441/ridwan-kamil-janji-bikin-1-super-app-bisa-laporkan-bullying-hingga,kompas,12 Oktober 2024,50,75,80,50,80,100,68,Perlu revisi,,,,[],247,0
136,"Reminder Artinya Pengingat, Ini Manfaatnya untuk Pribadi",https://www.tempo.co/gaya-hidup/reminder-artinya-pengingat-ini-manfaatnya-untuk-pribadi-1194451,tempo,15 Januari 2025 | 15.16 WIB,50,75,80,50,100,95,69,Perlu revisi,,,,[],518,0
137,IKRA Sukses Mengantarkan Desainer Berdaya di ISEF 2025,https://www.tempo.co/info-tempo/ikra-desainer-berdaya-isef-2025-2080090,tempo,16 Oktober 2025 | 09.00 WIB,50,75,80,50,100,95,69,Perlu revisi,,,,[],948,0
138,Instran Desak Pramono-Rano Fokus Transportasi Umum di 100 Hari Pertama,https://megapolitan.kompas.com/read/2025/02/19/17540621/instran-desak-pramono-rano-fokus-transportasi-umum-di-100-hari-pertama,kompas,19 Februari 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],355,0
139,"Pemkab Gresik Bantu Keluarga Naufal, Atlet Gimnastik yang Tutup Usia",https://www.tempo.co/info-tempo/pemkab-gresik-bantu-keluarga-naufal-atlet-gimnastik-yang-tutup-usia-2081452,tempo,3 Oktober 2025 | 16.49 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],386,0
140,"Gerakan Solidaritas Nasional Terbentuk, Yusril: Tugas Kita Bersama Wujudkan Janji Kampanye Prabowo",https://nasional.kompas.com/read/2024/11/03/17005491/gerakan-solidaritas-nasional-terbentuk-yusril-tugas-kita-bersama-wujudkan,kompas,3 November 2024,50,75,80,50,80,100,68,Perlu revisi,,,,[],170,0
141,"Banggakan PLTS Terapung di Waduk Cirata, Terbesar di Asia Tenggara, Jokowi: Terbesar Ketiga di Dunia",https://www.tempo.co/arsip/banggakan-plts-terapung-di-waduk-cirata-terbesar-di-asia-tenggara-jokowi-terbesar-ketiga-di-dunia--12362,tempo,5 September 2024 | 17.13 WIB,50,75,80,50,100,95,69,Perlu revisi,,,,[],539,0
142,"Di Forum PBB, Prabowo Janji Akui Israel Asalkan Terima Kemerdekaan Palestina",https://www.tempo.co/video/arsip/di-forum-pbb-prabowo-janji-akui-israel-asalkan-terima-kemerdekaan-palestina-2072412,tempo,23 September 2025 | 10.12 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],189,0
143,KPU Tak Larang Warga Kampanye Kotak Kosong: Yang Dilarang Hasut untuk Golput,https://news.detik.com/pilkada/d-7517507/kpu-tak-larang-warga-kampanye-kotak-kosong-yang-dilarang-hasut-untuk-golput,detik,"Jumat, 30 Agu 2024 22:37 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],280,0
144,PBB: Israel Bunuh 1.054 Warga Gaza Saat Antre Bantuan Pangan Sejak Mei,https://news.detik.com/internasional/d-8024426/pbb-israel-bunuh-1-054-warga-gaza-saat-antre-bantuan-pangan-sejak-mei,detik,"Selasa, 22 Jul 2025 22:47 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],260,0
145,Jurnalis Kompas.com Digeledah Aparat Berpakaian Sipil Saat Meliput Demo Tolak UU TNI di DPR,https://megapolitan.kompas.com/read/2025/03/28/14151021/jurnalis-kompascom-digeledah-aparat-berpakaian-sipil-saat-meliput-demo,kompas,28 Maret 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],281,0
146,"Penembakan Terjadi di Texas AS, 7 Polisi Terluka",https://news.detik.com/internasional/d-7747090/penembakan-terjadi-di-texas-as-7-polisi-terluka,detik,"Kamis, 23 Jan 2025 21:13 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],198,0
147,"Viral Pria Pukul-pukul Mobil gegara Parkir di Jl Surken Bogor, Polisi Selidiki",https://news.detik.com/berita/d-8115536/viral-pria-pukul-pukul-mobil-gegara-parkir-di-jl-surken-bogor-polisi-selidiki,detik,"Selasa, 16 Sep 2025 21:33 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],152,0
148,Komunitas Rental Mobil Tabur Bunga di Lokasi Penembakan Rest Area Tol Tangerang-Merak,https://megapolitan.kompas.com/read/2025/01/04/06054131/komunitas-rental-mobil-tabur-bunga-di-lokasi-penembakan-rest-area-tol,kompas,4 Januari 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],257,0
149,Pemprov Jabar Sebut Pagar Misterius di Laut Bekasi Dibangun untuk Alur Pelabuhan,https://megapolitan.kompas.com/read/2025/01/14/16481191/pemprov-jabar-sebut-pagar-misterius-di-laut-bekasi-dibangun-untuk-alur,kompas,14 Januari 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],317,0
